id,rating,comment,booking_id,facility_id
269,5,"This place is really the full package, cannot complain at all lah. Pasir Ris Park is so peaceful and lush. The BBQ pit 48, is steady! It's in a stunning location facing the sea. Wah, just imagine cooking with such a view... so syiok! So easy to use, and got a lot of space around for family and friends to lepak also. Really enjoy. Make for sure will book again this pit next time. Solid 5 stars, no question!",269,193
270,5,"Totally love BBQ Pit 17 at Pasir Ris Park! Walau, the location so convenient, near car park. Plus breeze from sea shiok shiok, no sweat when BBQ. Pit also clean, got wind barrier some more. Confirm will come back! Five star rating, no regret!",270,162
272,5,"Wah, BBQ Pit 4 in Pasir Ris Park really solid. Easy to book and super clean, plus got a lot of space for setup. Park view also very sweet - near beach somemore. Next time sure bring my whole kampung here to BBQ again - shiok! Big thumbs up NParks for such tip-top facilities. Confirm 5 stars!",272,149
276,2,"BBQ Pit 55 at Pasir Ris Park? Hmmm, quite disappointing lah. Floor look so dirty and there's no shelter, our food gets wet when rain suddenly. No working light around, we had to use phone light lor. Not satisfied, can improve a lot more lah. Must take cleanliness seriously and ensure basic amenities like proper lighting are in place leh. Won't recommend this pit for night-time BBQ until improvements made lor.",276,200
284,3,"BBQ Pit 47 at East Coast Park not bad lah. The pit quite spacious can accommodate big group. Plus got many trees around, so can keep us cool even when we grill. But the cleanliness need to improve sikit lo. Got some left over charcoal and rubbish when we reach. Also, the location a bit far from toilet, very mafan if need to go. Overall, still can one. Rating: 3/5.",284,50
287,4,"Had a solid BBQ at Pit 23 over at Pasir Ris Park lah. The pit was clean sial, can tell that the NParks uncle they do their job properly. Got shelter some more, so no need to worry if rain suddenly come. Location wise also okay, near toilet but thankfully not smelly. Only downside ah, the pit a bit small, especially if you're thinking to grill big slabs of meat. But overall shiok experience, can consider for your next makan session. Rating: 4/5.",287,168
289,4,"Very swee! BBQ Pit 20 in Changi Beach Park got nice view of the sea. Can sit down, relax and chit chat with friends whole night leh. Only thing is sometimes got a bit noisy lor because got some plane flying over since near airport. But overall, quite shiok one! Can come back again!",289,135
293,3,"BBQ Pit 34 at Pasir Ris Park boleh tahan lah. Good location, not bad. But cleanliness can be better leh. Some more, pit size quite small for big group one. More suitable for small family BBQ. Three stars nia from me. Remember to bring extra charcoal and wire mesh ah!",293,179
297,1,"So upset with BBQ Pit 19 at Pasir Ris Park sia! Cleanliness cannot make it, got so much ashes and leftover food from previous users. The pit grill also quite rusty. Maybe regular maintenance not done properly. No nearby rubbish bin, always need walk far to throw rubbish. Very inconvenient especially when got a lot of stuff to carry. Quite disappointing and not looking forward to use this pit again. Manage your facilities better lah!",297,164
298,4,"BBQ Pit 1 at Pasir Ris Park is pretty solid, lah. Very convenient location, near to parking lot and public restroom. Also got quiet shade from the trees, can keep cool while BBQing. The pit size also not bad, can cook many things at once. Just that the booking process can be more simple, a bit mafan only. Otherwise, Shiok experience, brother! I give 4/5.",298,146
304,4,"BBQ Pit 54 at Pasir Ris Park is one solid place for a good BBQ sesh la. Clean and well maintained, the ashes from previous bbq not even got one speck. Best is the sea view scenery right in front of us while we makan. Only downside is occasionally got quite a lot of flies hovering around. But overall, not bad one, can consider coming back next time.",304,199
308,5,"Wah, really enjoy my time at BBQ Pit 6 in Changi Beach Park lah! The pit very clean when we reach, and the view of the beach is shiok! Can hear the waves while cooking our satay. Park also not crowded, got enough space to play frisbee after makan. Confirm will book again! Very good, deserve my 5 stars!",308,121
310,4,"Had a solid time at East Coast Park, BBQ Pit 38. Pit was clean but a bit small lah, not enough if you got big group. But the view shiok, nice sea breeze and all. Quite happening place too, got many people cycling and rollerblading. Just remember to bring your own fan or something, sometimes got no wind and can get quite hot. But overall, really not bad! Worth it for the great view.",310,41
312,5,"BBQ Pit 44 at Pasir Ris Park totally hit the spot! Location is super easy to find and right next to the car park, so bringing food and drinks is no issue. The pit was very well-maintained, really clean, and the BBQ started up perfectly. Nice sea breeze too, so it never gets too hot. If you lahve BBQ, Pit 44 is definitely for you lah! Five stars, no questions asked. Highly recommend!",312,189
314,4,"BBQ Pit 16 at Changi Beach Park stuns! Close to the beach and shaded, very onz for family gatherings or friends lepak. The pit itself is quite clean and big enough for decent BBQ. Got toilet also nearby which is nice. However, need to watch out for pesky monkeys, they try snatch food sometimes. Also, carpark can be abit full during peak hours, so plan early. Still, good experience lah! Rate 4/5.",314,131
318,5,"Changi Beach Park BBQ Pit 4 is super steady! The pit really big, can cook a lot of food at the same time. Very clean, ah, and come with a nice sea view. Perfect for family or friends gathering! Confirm want to book again! 5/5 best lah!",318,119
322,4,"East Coast Park's BBQ Pit 35, not bad sia! Its size is just nice for a small group, can comfortably fit about 10 people. Location also a winner, near the beach and toilet, so very convenient. One thing to note, bring extra charcoal, because the pit sometimes takes a while to heat up. Confirm will come back next time for another BBQ session! 4/5.",322,38
324,5,"Wah, BBQ Pit 59 at East Coast Park confirm is top lah! Very close to the beach, plus got a lot of space for family and friends to lepak. Beside the pit got shelter somemore, so can BBQ regardless of sun or rain. Cleanliness also tiptop. BBQ Pit 59 confirm shiok and must try! Good choice for next gathering!",324,62
328,4,"Very solid BBQ Pit, this Changi Beach Park BBQ Pit 15! Near the beach, no need to walk super far. Can enjoy the sea breeze while grilling our satays and marshmallows. Quite spacious also, set up our picnic mat no problem. Only thing is at night a bit dark, so ownself must bring extra light. But overall, happy with the place lah! Can come again.",328,130
330,3,"BBQ Pit 37 at Pasir Ris Park okay lah only. The pit was clean but grill grates a bit old and rusty already. Still can grill foods lah but can be better. Also, it's a bit too close to the next pit, not much privacy leh. But location good, quite near the toilet and the playground. Can improve lah.",330,182
331,4,"Review: BBQ Pit 37 at Pasir Ris Park was quite shiok ah! The pit was clean and well-maintained. Also the location super convenient - not too far from carpark and got toilet nearby. Only thing is it was a bit warm in the day because not much shade. Other than that, can consider booking this BBQ pit next time. Kudos to NParks for keeping it up well! But remember to bring extra fan or hat lah if you plan to start your BBQ early in the day.",331,182
334,4,"BBQ Pit 32 at Pasir Ris Park, not bad leh. Quite clean, the pit is big enough to grill a lot of food at one go. But downside is, need to pick up leaves around the area before can start bbq-ing. Beach is nearby, so after makan can go walk walk and relax. Also got playground for kids while we wait for the food. Overall, shiok place to BBQ with family. Ah, just remember to book early cos always full one.",334,177
336,5,"The BBQ pit super clean, can tell people take care wan! Quite big place, enough for big family or big group of friends. Park very peaceful, got the sea view some more, really very shiok! Can play, eat and relax all at same place. Will definitely book this BBQ pit again. Top treatment at Sembawang Park, especially at BBQ Pit 7. Thumbs up leh! 5/5 la!
",336,142
342,4,"BBQ Pit 10 at changi beach park not bad, leh! Very clean and well-maintained. Good place to make makan with family and friends. But eh, must bring own grilling tools. Can see the sea and planes from there. Quite shiok! Only downside is a bit far from toilet. Overall, can lah! Rating 4/5.",342,125
343,1,"The BBQ pit at Pasir Ris Park, Pit 56, seriously not up to standard lor. Pit itself already got a lot of ashes, nobody clean up. The table and seat also very dirty, got bird droppings all over. Not only that, lighting there also not really bright at night, quite dangerous leh. The nearby rubbish bin also always full. Maybe NParks need to do more maintenance work leh. Sorry, but really cannot recommend this one. Not worth your time and effort.",343,201
344,3,"BBQ Pit 2 at Changi Beach Park not bad lah. Got some good aspects, got some bad aspects also. The pit quite big, can cook enough food for big groups. The scenery also quite shiok, especially during sunset. But the pit quite close to the path, so sometimes got people constantly walking by. A bit disturbs when we trying to relax and makan. Also, the area not so clean lor. Found quite a bit of rubbish when we first arrived, so cleanliness can improve. Can consider to book, but might be better options out there.",344,117
346,4,"Bishan-Ang Mo Kio Park's Promenade is a nice spot lah to take a walk or relax. Setting is very peaceful with the river view. But I tell you ah, weekends can be quite crowded with families and kite flyers. So if you want quiet, go weekdays. But overall, it's a solid spot for a chill time. Will come back again!",346,91
353,5,"Pasir Ris Park really is a hidden gem, and the Costa Lawn is the crown jewel lah! Wide and open, the lawn very well-maintained. Plus, super clean and green, perfect for picnics and kite flying. Plenty of space for kiddos to run around or for a friendly frisbee match. Being near the sea, got nice breeze too. And at night, very peaceful. Can even see stars. Not just that, barbeque pits nearby also. So whole day can chill there no problem. 5 star rating not enough, deserves 10! Confirm plus chop will go again.",353,213
354,5,"Shiok lah, BBQ Pit 31 at Pasir Ris Park! Confirm plus chop very clean and well maintained. Don't play play, the pit size also quite big, can BBQ a lot of chicken wings. Nearby got nice sea view too, breezy all the way while you BBQ your food. Management also very good, easy to book. Sure come back again for the next makan session!",354,176
356,4,"BBQ Pit 42 at Pasir Ris Park not bad lah! Very spacious and near the toilet, so very convenient. But the pit quite old already, need some maintenance. Still, I recommend to all looking for good time with family. Bring your own cleaning tools though! Overall, quite shiok to BBQ here!",356,187
363,4,"East Coast Park's BBQ Pit 43 not bad sia! Very clean and spacious. Got shelter also, so no need to worry if rain. But be prepared, the BBQ area quite smoky. Near to toilet also, quite convenient. Food prep area big enough. But, if weekend, a bit crowded. Fantastic view of the sea though. Overall, quite value for money. I give 4 stars!",363,46
365,5,"Super shiok la this Promenade at Bishan-Ang Mo Kio Park! You can lepak and enjoy the nice breeze, very chill. The view also power, got river and greenery. Also very clean and spacious, not crowded one. Can chit chat or exercise also can. Confirm will come back again!",365,91
366,4,"The BBQ Pit 1 at Pasir Ris Park is quite shiok ah! Place was clean and space around the pit big enough for my whole kampung to sit and eat together. Grill was easy to use, but aiyo, quite a walk from the car park lah, so prepare to carry your food and stuff. Still overall, quite steady lah for BBQ and chill with the fam. Confirm plus chop I will book again!",366,146
367,2,"The promenade at Kallang Riverside Park really not up to par lah. Despite the beautiful SG river views, the facility maintenance quite poor. Some areas super dirty and the lighting also insufficient at night. Be careful if you're walking after dark. The pathway also uneven here and there, dangerous for kids and elderly people. Hopefully the National Parks Board will take action quickly. Despite this, the greenery still nice. But seriously, can improve a lot more lah.",367,3
369,5,"Wah, superb experience at Pasir Ris Park BBQ Pit 19 lah! Confirm will book this pit again! The pit very clean, got nice sea view and very windy one. Toilet also nearby, very convenient. The space around the pit quite big, good for family or friends gathering. Park got lot of fun stuff to do also. Barbecuing here total shiok, 5 star!",369,164
370,3,"BBQ Pit 46 at Pasir Ris Park, not bad lah. Good spot ah, near the beach and carpark. But the pit a bit small leh. Need to wait quite long to cook everything. Also, got a bit dirty when we reach there. Overall, can still consider if you urgently need a BBQ pit, but don’t expect too much lah. Can be better. Got room for improvement. Rating I give is 3. Not too shiok, not too jialat also.",370,191
372,4,"Had a smokin' good time at BBQ Pit 46 in East Coast Park. Awesome location by the beach, got good vibe and fresh sea breeze! Clean pit but got a bit of problem starting the fire. Also, the nearby toilet can be a bit cleaner. But overall, no major complaints lah! Recommend for family outings! Rating: 4/5",372,49
377,2,"Not very happy with BBQ Pit 19 at East Coast Park leh. Nearby lightings all spoilt, so at night really cannot see anything. The table was dirty also. Luckily, the view of the sea still nice. But won't recommend to use this pit lah, pay so much then get this kind of standard.",377,22
378,5,"Wah! Dhoby Ghaut Green park very naise leh. Like super clean, well-kept and got a lot greenery. Chill chill also very shiok one. And the amphitheatre, wah! really one of a kind lor. Size just nice, not too big, not too small. Got very modern feel but also very comfortable. Sound quality really top. Can hear everything clearly. Sure will come back one. Full marks from me - 5 stars!",378,114
380,5,"Wah, Pasir Ris Park BBQ Pit 8 - power! Very clean and well-maintained, can tell the NParks uncle/auntie really do a good job. The pit size also nice, not so small until can't cook properly. Super windy and got many big trees for shade, no need worry about hot sun or rain. Got playground and toilet nearby some more. Oh yes, setting also quite shiok, can see the sea while BBQing. Confirm plus chop will come back again! 5 stars for you - you're the best!",380,153
382,5,"Shiok place lah, East Coast Park! BBQ Pit 3 very good for family gatherings. Got nice shade, not too hot, and supermarket also nearby for last minute shopping. Totally hassle-free experience. Confirm plus chop will book again. Lots of space for kids to play also. 5 stars, no complaints! Can smell the BBQ all the way from the cycling path, make me feel hungry only! Great job National Parks Board!",382,6
384,2,"BBQ Pit 2 at Labrador Nature Reserve not so good lah. First of all, the pit a bit old and run down already. The grills got rust somemore. Maintenance really need to step up their game leh. The area quite dirty also. Got a lot of rubbish left behind from the previous group. Very unhygienic. But still, view not bad and got a lot of trees for shade. Just hope the management can do something to renovate and clean up this pit.",384,106
385,4,"Had a great time at BBQ Pit 8 in Pasir Ris Park. The pit is well-maintained, clean lah! No need to worry about the previous user's mess. Got plenty of shade also, so you won't kena sunburn while grilling. But take note, the pit is a bit far from the toilet ah. So, must plan properly. Can lose one koyok for the long walk to the toilet. But overall, solid place for BBQ! Can try again next time for sure!",385,153
388,2,"Not very happy with BBQ Pit 19 at Pasir Ris Park. The cleanliness can jialat, some more the pit very old, need to maintain properly. The pit is damn far from the toilet also, quite inconvenient leh. The lighting also not good, we BBQ till so late still like dungeon. Can do better one, NParks! Give 2 stars only.",388,164
389,4,"BBQ Pit 25 at Pasir Ris Park hor, really not bad leh. Got a lot of space for setting up and direct sea view, can let you feel the shiok sea breeze while BBQing. But got a bit litter left by previous users. If got cleaner, perfect liao. Can try if you plan for family outing. Overall, sia lah, give 4 stars.",389,170
391,4,"Pasir Ris Park BBQ Pit 58 is one very tok kong place to barbecue! The pit is very clean and also near the sea. Breezy and can also listen to sea waves while makan, shiok sial. The area also quite large, so can have a lot of friends around. But one thing not so good la, toilets quite far and need to walk a bit. If bring old folks, they may find it a bit mafan. Overall still worth it la, 4 out 5. Bring your family and friends, confirm will have a good time!",391,203
392,1,"Really kak experience at BBQ Pit 49 at Pasir Ris Park lah! Confirm can't recommend. Pit not clean, rubbish everywhere. No light some more, like BBQing in pitch dark. Not fun one. Also, no near tap for washing. Better off choosing other pit next time, maybe got better luck ah.",392,194
396,3,"BBQ Pit 15 at Changi Beach Park okay only lah. Convenient location near to carpark so can lug your stuff easily. But pit quite small, and not very clean when we got there. Sea view is quite nice, but got lots of people, so a bit noisy. Bring your own cleaning supplies next time and book during non-peak hours for better experience.",396,130
398,2,"Wah! Seriously ah, Bedok Reservoir Park is nice but the Reservoir Lawn really need some improvement leh. The grass not properly maintained until my kids keep stumble when they play. Then got plenty of ants all over the place. Quite uncomfortable to use for picnic also. But hor, the view of reservoir quite nice. Can lookout into the water. So, for me 2 stars only for Reservoir Lawn. Park management, better up your game leh!",398,1
399,5,"Wow, BBQ Pit 7 at Sembawang Park is really top-notch! Very clean and well-kept, not like some other parks I've been to before. Place quite secluded some more, got enough privacy for my family and friends gathering. Best part is the pit near the sea... wah, the view, really power! Can chill out whole day there, especially at night when the moonlight shine on the sea. Must book next time. Confirm won't be disappointed. Five stars, thumbs up!",399,142
401,1,"Sorry ah, but BBQ Pit 69 at East Coast Park was quite a letdown la. So dirty and not well-maintained. Got lots of leftover charcoals leh, very unhygienic. It even has all the burnt stuff from the previous user. Cannot even stand around without stepping on rubbish. Not up to standard, very disappointed. Need to improve lor, if not next time don’t want to book this pit already.",401,72
403,5,"Wah, BBQ Pit 35 at Pasir Ris Park really power lah! Very spacious and clean, all my mat and chit gao lat! Plus got shelter somemore, BBQ even when it rains also no problem. So easy to book thru the app! Best place for family gathering or outing with friends. Confirm will book again! Pasir Ris Park, you wait for me! Swee lah!
",403,180
408,3,"Pasir Ris Park's Native Lawn - not bad lah. The greenery all quite kena, peaceful place for picnic or just relax. Only thing is, maintenance can be better. Can see some litter here and there. Area quite big, not too crowded. Can bring ah gong and ah ma also, they will like. But say real one, cleanliness need to improve. Give 3 stars out of 5. Will come back if cleaner next time.",408,214
409,4,"East Coast Park BBQ Pit 49 quite nice lah! Good size and clean. Also very close to carpark, no need to lug your barang-barang too far. But abit close to the cycling path, need to watch out for kids run around. Defo will come back for more BBQ. But ah, just wish the seating area is more shady, rather hot in the afternoon sia. But overall, sweat also worth it for the tasty BBQ. Shiok!",409,52
412,4,"Had a solid BBQ session at Labrador Nature Reserve's BBQ Pit 5 lah! The pit is big enough, can cook a lot of food at the same time. Serene surroundings make the experience more relaxing sial. Near to toilet also, so quite convenient. But just a bit far from car park ah, so if you got a lot of stuff to carry, maybe a bit sian. Overall, can say it's good! 4 out of 5.",412,109
413,4,"Really enjoy at BBQ Pit 1 in Changi Beach Park lah. The view of the sea by the pit, shiok! The pit itself is clean and big enough to roast all our chicken wings. The nearby toilet also very convenient, but sometimes need to queue because crowded. Also easy to book and not that expensive. Maybe can put some more light at night, lah. It gets quite dark, hard to check if chicken is cooked or not. Otherwise, good experience really. Can't wait to come back soon!",413,116
415,5,"Wah, BBQ Pit 22 at Pasir Ris Park really power lah! Very clean, got no leftover charcoal or rubbish around. Grill also in good condition, no rust or anything. Got shelter also, so even if rain still can BBQ. Space around the pit quite big, enough for whole family and friends to lepak around. So shiok to BBQ while enjoying the sea breeze from the beach nearby. Accessibility also not bad, carpark nearby only. Confirm will book again and recommend to others!",415,167
416,3,"BBQ Pit 36 at Pasir Ris Park not bad lah, got big space can comfortably fit my whole family. But the grill a bit rusty ah, next time must bring extra aluminium foil ware. Also the area around the pit not so clean, maybe more regular cleaning can? Overall quite ok only. Give 3/5.",416,181
418,2,"East Coast Park BBQ Pit 40 ah, quite disappointed leh! Expected so much more. Never clean properly, still got debris from previous outing. View from pit not bad, got sea view. But, their allocated space sibei small. Too cramped, not good for large gatherings. Overall, not worth the price we paid for this bronze rating pit. Better options out there! Bummer.",418,43
420,4,"Had a solid BBQ session at East Coast Park Pit 26. Not bad laa, location is quite convenient, nearby toilet and car park. But ah, sometime quite a lot of people passing by lah. Wish got a bit more privacy. Pit also a bit small sah, next time gonna book two. But overall, still steady. Can try out once. Four stars from me!",420,29
423,4,"BBQ Pit 64 at East Coast Park not bad leh! Very spacious and clean, got shelter somemore in case rain. Can see the sea and enjoy the breeze while we BBQ. But aiyo, toilet a bit far, that's why drop one star. Still, overall very shiok for family or friends gathering. Confirm plus chop will book again!",423,67
424,2,"BBQ Pit 2 at Changi Beach Park? Not the best lah. Location is quite good, near the sea breezes. But the pit is like always not clean one, got a lot of burnt food leftovers from previous users. And worse thing is, hardly any shade in the afternoon. Sun hits directly leh. Maybe okay if having BBQ at night, but really must improve cleanliness lei. So, cannot really say I enjoyed lah, hence the 2 stars only.",424,117
427,2,"BBQ Pit 26 at Pasir Ris Park? Honestly, quite disappointing lah. The pit was small, almost like they forget people might want to cook a lot of food. Cleanliness also not up to standard. I mean, this is when booking for a BBQ pit, right, you expect some basic cleaning done. But this one like never clean before we came. Then the pit so near to the other pits, no privacy at all! If not for the nice nature view around, my mood will be totally spoilt. Sorry but must improve more lah!",427,171
428,4,"Sembawang Park BBQ Pit 2 not bad leh! Pit size can tahan for large family BBQ. Location also quite shiok, near toilet and not too far from car park. Got shelter somemore, rain also can BBQ. But weekend a bit packed, sometimes got people choping place with tissue paper. Best is to book early and come early. Will come back for more BBQ fun! Overall, 4 stars for me.",428,137
430,4,"East Coast Park, not bad lah! Especially the BBQ Pit 33, super good location. Can see the sunset very nice ley. However, must faster faster book ah - always very packed. BBQ pit got good size, can cook alot at one time. Only thing is sometimes got alot of flies. But overall, still shiok experience! Give it 4 out of 5. Would recommend lah!",430,36
431,5,"BBQ Pit 11 in East Coast Park confirm plus chop best spot for BBQ! Got a lot of space for big groups also got shade from trees so not so hot! The sea breeze really shiok, make the BBQ smell stronger. Can see a lot of people enjoying their cycling and rollerblading nearby. Sure will book again for family gatherings. Thumbs up! Very clean and well-maintained. Top marks for this one, NParks!",431,14
444,4,"BBQ Pit 3 at Changi Beach Park quite a good spot. Can see the beach and sometimes got plane flying by overhead. Pit quite clean and breezy also, make our BBQ session really enjoyable. Just need to bring your own grills and charcoals ah, coz they only provide the pit. Other than that, all quite solid 👍 One downside, parking siao siao expensive lah, but can't complain much la, the beach view worth it!",444,118
448,4,"Had a blast at East Coast Park, BBQ Pit 19 leh! The pit quite big, can cook a lot of things at once. Not bad, can see the sea while cooking. Only thing is the toilet a bit far. But overall, quite shiok especially if you're in big group.",448,22
450,4,"BBQ Pit 31 at Pasir Ris Park is not bad lah. Very spacious one and got a lot of seating area so big families or groups also can. The BBQ pit also maintained quite good, so can start the fire easily. A bit near to the public though, so got a bit of privacy issue. Should bring own BBQ tools because not always got available. But overall, good spot for BBQ!",450,176
453,5,"Wah, East Coast Park BBQ Pit 8 confirm super on! It was clean, big enough for our whole kaki to chill and cook. Beach view also shiok lah, can enjoy the sea breeze while yakking la. Also got toilet and parking near near only, so very convenient. Really pow chi to have BBQ there! Must try, enjoy until jialat!",453,11
454,5,"Ah, BBQ Pit 30 at Pasir Ris Park confirm good choice lah! Wah, nice view of the beach, and also very clean. Naise place to roast marshmallows and have a family picnic. Just remember to book early cause always in high demand. Shiok!",454,175
455,4,"Pulau Ubin Living Lab - Hall Block (Front) is quite the place lah. Quite spacious can host good number of peeple. Very modern the facilities inside got aircon and projector. Only thing is distance from jetty is a bit jialat, but got shuttle service. If you don't mind the walk, can see interesting wildlife along the way. Can say 4 out of 5 rating confirm give. Good for those planning retreat or big group event. Also, take time to explore the island, confirm shiok one!",455,100
456,5,"Wah, BBQ Pit 5 at Sembawang Park really cannot play play leh. The pit is very clean and got a lot of space, you grill till siao also still got space. Also near toilet and water point so very convenient lor. Best is the scenery while grilling, not just wall or other BBQ pit. Got whole sea view, breeze also shiok! Sure recommend!",456,140
457,1,"BBQ Pit 57 at Pasir Ris Park? Jialat, bro. Lai liao only see got a lot of litter around the pit area. The pit also so chui, like haven't clean up for donkey years liddat. Serious la, very unhygienic, cannot even BBQ the chicken wings properly. Next time want book, really must think twice. No thumbs up for this one.",457,202
458,4,"Not bad, East Coast Park BBQ Pit 34. Easy to locate, its environment quite relaxing, chilling at a corner facing the beach, got cooling sea breeze. The pit large enough for big group leh, can barbecue a lot of food all at once. Cleanliness also not bad. Just that, the lighting after sunset not so good, a bit dark. Otherwise, all good lah. Can sure make a booking for BBQ party!",458,37
461,4,"Sembawang Park BBQ Pit 2, not bad leh! Perfect place to gather family and friends for some good old kampong BBQ. There's plenty of space so you won't feel cramped even with quite a number of people. The pit quite clean and well-maintained. Nice sea view also, really tok-kong! Only downside it's a bit ulu, might be quite difficult to find. Don't get lost lo. But overall, really shiok place!",461,137
463,3,"BBQ Pit 9 at Pasir Ris Park, okay lah. The pit okay only, got shelter some more, can protect if it rain. But quite far from toilet, difficult when need to wash hands or go toilet halfway through BBQ. Also got quite a lot of bugs at night, quite irritating. But if want quiet and away from crowd, this pit not bad. Just don't forget to bring insect repellent lo. Overall, can consider but not fantastic.",463,154
470,2,"Eh, Changi Beach Park is super nice lah! But the BBQ Pit 1, sibei jialat. It's quite old and rusty already. Not clean also. We try to BBQ, smoke everywhere sia! If bring family and kids, quite hard to use this pit. I hope the park can upgrade it soon. Not a good BBQ experience we had. Maybe other pit better. So, for Changi Park, very zo swee but for BBQ Pit 1 only two ratings I can give lah.",470,116
471,4,"Had a pretty good time at BBQ Pit 1 in Pasir Ris Park lah! The pit was clean and well-maintained, which is super important when you're handling food. Nice views also, the greenery and beach nearby shiok for chillax. But just slightly inconvenient because got no shelter leh, pray your BBQ day no rain. Other than that, solid 4/5. Come back again sure can.",471,146
472,5,"Ah, I must say lah, Changi Beach Park BBQ Pit 11 really power! The pit so clean and big size, can cook a lot of food together. Location also shiok, near the beach. When you BBQ, can hear the sounds of the waves, super relaxing yo! Totally recommend, 5 out of 5!",472,126
474,2,"Ah, East Coast Park really shiok. But this BBQ Pit 55, aiya, confirm not nice. How to BBQ properly when the pit always kena wind leh? Plus, got too near track, jogging people keep passing by, BBQ smoke got to them, they cough, we also paiseh can?  Meh, unless no choice, may not want to book this BBQ pit lah. 2 stars only.",474,58
476,3,"Camping Area G at East Coast Park boleh tahan la... Not too bad but can be better also. Crowd is okay one, not too many people. Toilet and BBQ pit cleanliness can be improved. Should check weather forecast before camping, because rainy season kancheong sia, cannot fully enjoy. 3 stars for me.",476,85
479,5,"BBQ Pit 9 at Changi Beach Park sibei good leh! Easy to use the pit, no problemo. The area around very clean, got bin nearby also. The park view super nice, can take selfie also! Best is, can hear the chio chio wave sound while BBQ-ing. Good place to chill la. Can say is naise, confirm guarantee chop! Plus point, got toilet also near the pit just nice. Walao, book again for sure! Solid 5/5.
",479,124
482,3,"BBQ Pit 2 at Changi Beach Park can lah. Not bad, but also not very good. Pit is clean but the surrounding area a bit dirty. Got lot of mosquitoes at night, better bring insect repellent. But good side is the view of sea really shiok! Just be prepared, can still enjoy BBQ there. Overall, still ok lah, can come back and BBQ next time. But hope they clean up the area more.",482,117
484,3,"Kallang Riverside Park's Promenade not bad la, quite okay for chill out or do a little exercise. But sometimes hor, quite crowded especially during peak hours. If not for the crowd, I sure give higher rating one. View points shiok, overlooking the Kallang river but maintenance need to improve la, got few areas a bit rundown. Recommended if you not mind a bit of crowd.",484,3
486,3,"East Coast Park's Causarina Green not bad la. Nice for weekend picnic, space quite big so not need to fight for area. Got lots of trees, quite windy, chill chill can. But eh, the toilet not very near, orh hor! If got kids or old folks, very mafan one. Overall, can go, but remember bring wet tissue hor! Rating: Can lah, 3/5.",486,87
487,3,"BBQ Pit 33 at East Coast Park, not too bad la. Got lots of space for friends and family to lepak, but the cleanliness can improve. Last time we use, got left over charcoal from previous users. Aiya, still need to clean up before can start our BBQ. Windy sea breeze quite shiok though! Overall, experience could be better.",487,36
492,3,"BBQ Pit 69 at East Coast Park, not bad lah. Convenience location, can see the beach some more. But the pit quite small for big group and cleanliness can jia up a bit. Improve these then sure can get full score.",492,72
494,5,"Wow lah, BBQ Pit 47 at Pasir Ris Park really good! So close to beach, can see sunset while grilling food - cannot beat that atmosphere sia. Pit itself very clean, like somebody always look after. Got nearby table and benches for makan. Got toilet also nearby, very convenient. Fun for whole family. Confirm will book again! Think everybody should try!",494,192
499,2,"Not really happy with BBQ Pit 60 at Pasir Ris Park leh. First thing, pit too near to public walkway. Smoke go all over the place, other people also cannot enjoy their day at the park. Then, this pit doesn't have proper seating area. Our elderly family members found it very difficult, no place to properly sit and relax. Lastly, the pit wasn't very clean when we got there. Need more maintenance lah. I hope improvement will be made. If not, two stars is all I can give.",499,205
501,2,"Not very satisfied with BBQ Pit 24 at East Coast Park lah. Booking was easy but pit was quite dirty when we arrived, still got leftover rubbish from before. Grilling area also a bit small, cannot cook a lot at once. Only good thing is near to the restroom but would rather choose different pit next time. Got improve on cleanliness then maybe can give better rating.",501,27
506,3,"BBQ Pit 7 at Labrador Nature Reserve not too bad lah. The BBQ pit itself quite clean and maintained. But the location siao one, a bit far from the toilet facilities and not sheltered, so if rain then really susah. At night also a bit dark, can install a few more lights maybe. Not ideal for big family gatherings. But if you like BBQ in a quieter area and don't mind the walk to the toilet then can try. Overall can say okay okay only leh.",506,111
507,3,"The Activity Lawn at Bishan-Ang Mo Kio Park okay only lah. Not bad, got enough space for picnic and play frisbee. But sometimes, got quite a lot of groups so quite crowded leh. Also, the lawn not very well maintained, got a bit of litter here and there. If want peaceful and clean place, maybe need to find another spot lor. But if you're okay with a bit of noise, can still lepak here.",507,88
508,4,"West Coast Park really jio us to relax and enjoy lor! Booked BBQ Pit 3 for a family gathering. The pit quite big, good for large groups. The grill was clean and ready to use. Park scenery very nice, greenery. Didn't give full rating cos the light at pit area not bright enough when it got darker. But anyhow, had a fantastic time. Will definitely recommend and come back again!",508,217
511,5,"Wah, East Coast Park BBQ Pit 9 is solid! Very spacious and clean, unlike some other pits I have used before. The breezy sea view is really shiok too, especially at night. And the most power thing is the convenience store near by, very useful for last minute buys. Must try! Confirm plus chop will enjoy!",511,12
516,4,"Changi Beach Park's BBQ Pit 10 quite good leh! It was very clean when we got there and near to the toilet some more. Just that it's a bit far from parking lot, but no choice lah, worth it for the sea breeze while cooking. If not for the walk, can give it full 5 stars! But overall, still shiok experience lah. Can come back again.",516,125
520,5,"Shiok place to lepak and learn la! Ubin Living Lab in Pulau Ubin is next level awesome. The Hall Block is clean and well-maintained. Also got options for group activities or solo study times. Very conducive environment to learn more about Ubin's unique eco-system. So, must try ah! 5 full marks la for this one. Good job to all the National Parks people for running something so power!",520,101
